"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"1174","수영장업","10_35_01_P","3740000","CDFH3301012020000001","20200217","","01","영업/정상","13","영업중","","","","","259-4600~3","","","경기도 수원시 영통구 이의동 1183 광교웰빙국민체육센터","경기도 수원시 영통구 웰빙타운로 71, 광교웰빙국민체육센터 (이의동)","16224","광교웰빙국민체육센터","20200217160532","I","2020-08-05 00:23:26.0","","203615.403725013","422673.931480917","수영장업","공립","","2","","4662.06","","","",
"1175","수영장업","10_35_01_P","3740000","CDFH3301012020000002","20200303","","01","영업/정상","13","영업중","","","","","031-295-7411","","","경기도 수원시 권선구 오목천동 360-7","경기도 수원시 권선구 삼천병마로1597번길 26 (오목천동)","16634","파라다이스 수영장","20200303091634","I","2020-08-05 00:23:26.0","","196562.699876245","415888.467398514","수영장업","사립","","1","","","","","",
"1176","수영장업","10_35_01_P","3540000","CDFH3301012020000001","20200722","","01","영업/정상","13","영업중","","","","","032-721-6622","","","인천광역시 부평구 부개동 499-2 삼부한신A 상가 지하1층","인천광역시 부평구 부개로 58, 지하1층 (부개동, 푸른마을삼부한신아파트)","21347","아이쿠아 어린이 전문 수영장","20200901085506","U","2020-09-03 02:40:00.0","","177034.354040237","444475.355924653","수영장업","사립","Y","1","","1996.44","","","",
"1177","수영장업","10_35_01_P","4640000","CDFH3301012020000001","20200717","","01","영업/정상","13","영업중","","","","","063-232-7000","","","전라북도 전주시 완산구 풍남동3가 26-5 라한호텔 전주","전라북도 전주시 완산구 기린대로 85, 라한호텔 전주 (풍남동3가)","55041","주식회사 라한호텔 전주","20220323172339","U","2022-03-25 02:40:00.0","","213854.303535","257455.722666","수영장업","사립","Y","","","34585","","","",
"1178","수영장업","10_35_01_P","3740000","CDFH3301012016000001","20161207","","01","영업/정상","13","영업중","","","","","213-2991","","","경기도 수원시 영통구 이의동 1347-3 에듀프라자 지층 202호","경기도 수원시 영통구 도청로89번길 43, 지층 202호 (이의동, 에듀프라자)","16509","주식회사 아크스포츠","20161207103149","I","2020-08-05 00:23:26.0","","204129.179932706","420809.276659496","수영장업","사립","","1","","","","","",
"1179","수영장업","10_35_01_P","3780000","CDFH3301012020000001","20200828","","01","영업/정상","13","영업중","","","","","031-716-3075","","","경기도 성남시 분당구 구미동 203-5","경기도 성남시 분당구 미금로33번길 26, 지하1층 (구미동)","13625","마린스타스위밍","20210506102126","U","2021-05-08 02:40:00.0","","210169.848769106","426173.97952778","수영장업","사립","Y","1","","","","","",
"1180","수영장업","10_35_01_P","3140000","CDFH3301012020000001","20200806","","01","영업/정상","13","영업중","","","","","02-6346-3200","","","서울특별시 양천구 신정동 329-10 목동 블루스퀘어 지하1층","서울특별시 양천구 목동동로 150, 목동 블루스퀘어 지하1층 (신정동)","08014","국가대표 어린이수영클럽","20200806180556","I","2020-08-08 00:23:14.0","","188484.077672874","446311.699743049","수영장업","사립","","2","","","","","",
"1181","수영장업","10_35_01_P","4050000","CDFH3301012020000002","20200805","","01","영업/정상","13","영업중","","","","","031-275-3434","","","경기도 용인시 기흥구 중동 38-5","경기도 용인시 기흥구 동백죽전대로 215, B2  201호 (중동)","16995","아쿠아스테이션","20200813101837","U","2020-08-15 02:40:00.0","","213963.012791703","417703.866332747","수영장업","사립","","2","","1926","","","",
"1182","수영장업","10_35_01_P","5530000","CDFH3301012021000002","20210720","","01","영업/정상","13","영업중","","","","","031-377-4082","","","경기도 화성시 영천동 500-3","경기도 화성시 동탄순환대로 788, W프라자 5층 501~506호 (영천동)","18467","샤크베이 레슨전문수영장 2호점","20211013111934","U","2021-10-15 02:40:00.0","","208967.297499813","412006.480244686","수영장업","사립","","2","0","0","0","","",
"1183","수영장업","10_35_01_P","3520000","CDFH3301012021000001","20210728","","01","영업/정상","13","영업중","","","","","","","","인천광역시 연수구 송도동 29-1 한라 웨스턴파크 송도","인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 4층 (송도동)","22006","웨스턴파크 스파앤풀","20210728180537","I","2021-07-30 00:22:51.0","","167094.933098261","433775.888358481","수영장업","사립","","0","0","0","0","","",
"1184","수영장업","10_35_01_P","4490000","CDFH3301012021000001","20210719","","01","영업/정상","13","영업중","","","","","041-523-4633","","","충청남도 천안시 서북구 성성동 805","충청남도 천안시 서북구 성성10길 24 (성성동)","31079","성성파인트리 수영장","20210719143546","I","2021-07-21 00:22:53.0","","","","수영장업","사립","","1","0","723.45","0","","",
"1185","수영장업","10_35_01_P","5430000","CDFH3301012021000001","20210804","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 남면 덕월리 316 아난티남해 골프장","경상남도 남해군 남면 남서대로1179번길 40-109, 아난티남해 골프장","52433","워터하우스","20210804131323","I","2021-08-06 00:22:51.0","","277357.54989929","142642.203176305","수영장업","사립","Y","1","0","0","0","","",
"1186","수영장업","10_35_01_P","3470000","CDFH3301012021000002","20210825","","01","영업/정상","13","영업중","","","","","053-582-1900","","","대구광역시 달서구 장기동 722-1 웃는얼굴아트센터","대구광역시 달서구 문화회관길 160, 웃는얼굴아트센터 (장기동)","42699","웃는얼굴 아트센터","20220412201515","U","2022-04-14 02:40:00.0","","337497.848974","261409.692978","수영장업","사립","","1","0","0","0","","",
"1187","수영장업","10_35_01_P","3900000","CDFH3301012021000001","20210803","","01","영업/정상","13","영업중","","","","","02-898-0315","","","경기도 광명시 일직동 510-3","경기도 광명시 신기로17번길 11, 센트럴스퀘어 지1층 (일직동)","14344","킨더마린 스윔스쿨","20210803114319","I","2021-08-05 00:22:51.0","","189622.716812354","435476.864796173","수영장업","사립","","0","0","6864.51","0","","",
"1188","수영장업","10_35_01_P","3490000","CDFH3301012021000001","20210803","","01","영업/정상","13","영업중","","","","","0327218770","","","인천광역시 중구 중산동 1883-2","인천광역시 중구 하늘별빛로65번길 8-21, 401호 (중산동)","22397","주식회사 슈퍼스타스위밍영종","20211122092714","U","2021-11-24 02:40:00.0","","161153.50335465","443184.610380203","수영장업","사립","","0","0","0","0","","",
"1189","수영장업","10_35_01_P","3490000","CDFH3301012021000002","20210803","","01","영업/정상","13","영업중","","","","","032-721-8771","","","인천광역시 중구 중산동 1883-2","인천광역시 중구 하늘별빛로65번길 8-21, 501~502호 (중산동)","22397","주식회사 슈퍼스타제로벨스포츠","20211122092830","U","2021-11-24 02:40:00.0","","161153.50335465","443184.610380203","수영장업","사립","","0","0","0","0","","",
"1190","수영장업","10_35_01_P","3940000","CDFH3301012021000002","20210721","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 원당동 34-11 외 2필지","경기도 고양시 덕양구 호국로1245번길 271 (원당동)","10290","패밀리 워터파크","20210721174003","I","2021-07-23 00:22:52.0","","187997.188389237","464489.958093466","수영장업","사립","","0","0","0","0","","",
"1191","수영장업","10_35_01_P","3490000","CDFH3301012021000003","20210817","","01","영업/정상","13","영업중","","","","","032-719-7310","","","인천광역시 중구 중산동 1875-3","인천광역시 중구 하늘달빛로 94, 409~412호 (중산동)","22402","노블스위밍랩","20210817141617","I","2021-08-19 00:22:51.0","","160792.572558199","442883.033748172","수영장업","사립","","0","0","0","0","","",
"1192","수영장업","10_35_01_P","3420000","CDFH3301012021000001","20210723","","01","영업/정상","13","영업중","","","","","053-327-7000","","","대구광역시 동구 신천동 326-1 대구 메리어트 호텔 및 서비스드 레지던스","대구광역시 동구 동부로26길 6, 대구 메리어트 호텔 및 서비스드 레지던스 옥상층 (신천동)","41243","대구메리어트호텔 '인피니티풀'","20210723134132","I","2021-07-25 00:23:01.0","","346922.110876","265123.315824","수영장업","사립","","1","0","0","0","","",
"1193","수영장업","10_35_01_P","3620000","CDFH3301012021000002","20210709","","01","영업/정상","13","영업중","","","","","528-1300/716-3900","","","광주광역시 북구 매곡동 373-15","광주광역시 북구 서하로 82, 3층 (매곡동)","61064","아쿠아시티광주 주식회사","20220401091952","U","2022-04-03 02:40:00.0","","189866.650526","187551.378157","수영장업","사립","","0","0","0","0","","",
"1194","수영장업","10_35_01_P","3620000","CDFH3301012021000003","20210813","","01","영업/정상","13","영업중","","","","","","","","광주광역시 북구 신용동 624-4","광주광역시 북구 연양로7번길 61 (신용동)","61075","제이제이 어린이 수영장","20211103195015","U","2021-11-05 02:40:00.0","","187903.680204","189977.370012","수영장업","사립","","0","0","0","0","","",
"1195","수영장업","10_35_01_P","3630000","CDFH3301012021000001","20210914","","01","영업/정상","13","영업중","","","","","1588-0046","","","광주광역시 광산구 월곡동 679-12 우석빌딩 5층","광주광역시 광산구 풍영로 83, 우석빌딩 5층 (월곡동)","62328","월드수영센터","20210914163448","I","2021-09-16 00:22:48.0","","182700.582718","186714.356755","수영장업","사립","","2","0","0","0","","",
"1196","수영장업","10_35_01_P","3860000","CDFH3301012021000001","20210819","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 상동 544-4 가나베스트타운 쓰리","경기도 부천시 상동로 87, 가나베스트타운 쓰리 B01, B02호 (상동)","14544","하이키즈풀 상동점","20210819162613","I","2021-08-21 00:22:50.0","","178038.655072475","444806.206248168","수영장업","사립","","1","0","0","0","","",
"1197","수영장업","10_35_01_P","6520000","CDFH3301012021000001","20210525","","01","영업/정상","13","영업중","","","","","064-793-9007","","","제주특별자치도 서귀포시 안덕면 광평리 25-1","","","씨제이대한통운(주)클럽나인브릿지","20210525135242","I","2021-05-27 00:22:55.0","","","","수영장업","사립","","2","","","","","",
"1198","수영장업","10_35_01_P","4840000","CDFH3301012021000001","20210511","","01","영업/정상","13","영업중","","","","","061-793-6001","","","전라남도 광양시 마동 1018-66","전라남도 광양시 느지매기길 15-8 (마동)","57773","스위밍차일드(광양중마점)","20210511130532","I","2021-05-13 00:22:56.0","","262646.093623","161934.438988","수영장업","사립","","1","","867.69","","","",
"1199","수영장업","10_35_01_P","5670000","CDFH3301012017000001","20170721","","01","영업/정상","13","영업중","","","","","055-713-2843","","","경상남도 창원시 성산구 중앙동 96-1 기산파라다이스 B101호","경상남도 창원시 성산구 중앙대로 95, B101호 (중앙동, 기산파라다이스)","51515","짐스아쿠아","20211230092059","U","2022-01-01 02:40:00.0","","352779.738075611","192889.588070757","수영장업","사립","","1","0","0","0","","",
"1200","수영장업","10_35_01_P","5670000","CDFH3301012020000001","20200706","","01","영업/정상","13","영업중","","","","","055-298-1151","","","경상남도 창원시 마산회원구 석전동 232-1 창원 마산역 동도센트리움","경상남도 창원시 마산회원구 양덕옛2길 129, 지하1층 (석전동, 창원 마산역 동도센트리움)","51316","노블스위밍랩(마산점)","20200706161407","I","2021-07-02 00:23:01.0","","343738.438355277","193829.292376004","수영장업","사립","","2","","","","","",
"1201","수영장업","10_35_01_P","5670000","CDFH3301012020000002","20201208","","01","영업/정상","13","영업중","","","","","055-263-6005","","","경상남도 창원시 성산구 용호동 73-54 동남빌딩","경상남도 창원시 성산구 원이대로589번길 14, 지하1층 (용호동)","51436","주식회사 스위밍키즈","20220121144532","U","2022-01-23 02:40:00.0","","","","수영장업","사립","Y","0","0","0","0","","",
