"나이","체지방률","악력","앞으로굽히기","윗몸일으키기","멀리뛰기","등급","bmi"
22,16.3,48.9,2.1,42,212,"D",21.8
53,28,33.2,2.3,33,167,"D",25.9
24,27.2,38.7,20.6,60,197,"D",29.6
59,23.8,37.4,19.9,41,182,"D",24.8
33,28.2,39.7,-1.4,36,168,"D",27.2
21,28.2,29.8,-1.4,40,177,"D",25.9
21,11.1,44.9,3.5,44,247,"D",20.1
48,26.1,35,9.3,40,213,"D",26.1
21,16.8,43.4,3.4,26,219,"D",21.3
24,16.6,44.9,5,38,215,"D",21.6
21,20.1,36.1,-1.1,42,208,"D",19.6
44,18.8,35.7,-7.5,20,160,"D",20.6
63,25.1,39.8,30.3,31,161,"D",25.3
22,18.3,43.2,-12.4,46,230,"D",23.6
44,24.6,40.9,12.2,25,191,"D",24.7
26,25.6,43.5,7.2,48,214,"D",27.8
26,12.8,38,0.3,44,254,"D",23.5
24,16.4,41.2,11,44,241,"D",26.8
45,27,42.3,24.5,38,205,"D",28
43,22.5,37,-1.2,24,156,"D",24.5
38,31,45.6,14.2,31,193,"D",25.4
45,27.2,46.8,15.8,49,225,"D",28.3
23,21.2,49.9,10.5,34,238,"D",23
37,25.9,45.5,12.4,47,225,"D",27.6
35,19.6,47.5,3.5,54,223,"D",22.7
22,29,43.1,16,39,186,"D",22.4
42,26.2,28.5,5.6,24,202,"D",24.5
24,20.7,39,1.8,51,241,"D",27.1
22,9.2,43.2,-13.1,61,223,"D",21.1
24,31.3,34.9,4.8,31,158,"D",29
54,24,45.4,2.5,21,180,"D",24.8
42,24.8,41.1,18.4,29,213,"D",30.6
54,20.6,31.7,12,20,181,"D",18.8
41,26.3,36.5,0.2,43,220,"D",27.1
59,25.4,25.9,5.2,24,126,"D",23.6
23,8.1,39.3,4.3,51,242,"D",20.1
50,29,43.3,6.5,35,182,"D",30.2
32,37.1,48.3,-3,25,179,"D",32.8
60,19.8,34.2,0.1,29,200,"D",22.8
21,19.1,39.7,-8.4,48,196,"D",23.7
31,36.6,52.6,6.5,42,204,"D",31.2
28,18.1,40.5,-10.2,44,239,"D",21.9
21,37.2,39,-1,47,160,"D",28
21,26,31,14.5,50,220,"D",25.6
53,23.6,41.5,14.7,51,183,"D",28.8
21,13.5,39.5,6.2,35,230,"D",19.2
34,35.3,25.4,13,39,108,"D",29.9
24,21.8,43.5,1.4,54,222,"D",24.4
60,32.4,36.8,1.7,21,171,"D",27.9
46,14.2,34.1,1.3,33,179,"D",21.1
24,22.9,57.9,16.2,0,242,"D",27.7
40,21.4,38,3.4,37,171,"D",27
26,12.4,38.9,4.2,48,198,"D",19.9
21,16.4,24.9,-7,42,188,"D",20.6
21,26.5,47.4,-12.3,47,183,"D",30.4
27,32.9,41.2,7.9,36,200,"D",27.5
45,25.7,51.3,8.5,41,215,"D",26.5
50,19.1,44.4,13.3,38,198,"D",25.9
21,25.9,34,6.5,31,212,"D",20.8
43,29.5,43.4,-0.2,36,210,"D",28.9
47,29.1,29.5,15.9,20,176,"D",24
48,25.9,40.5,12.6,31,193,"D",25.8
51,29.2,41.3,14.3,47,172,"D",28.4
54,29.6,35.3,8.2,33,174,"D",25.9
63,31.4,33.6,8.1,24,115,"D",26.7
37,14.1,45.6,-0.4,47,230,"D",22.4
34,28,43.8,1.2,56,202,"D",28.9
34,20,50.7,-0.5,41,227,"D",27.9
26,19.7,37.1,2.5,65,238,"D",24.3
24,37.2,25.7,3.3,29,196,"D",29.1
23,15.5,40.6,-1,41,234,"D",21.2
59,24.4,33.7,15.1,21,217,"D",24.9
30,21.6,26.6,12.2,37,213,"D",24.1
63,23.5,27.8,-3.2,23,178,"D",24.2
39,25.3,47.1,12.5,50,229,"D",26.4
23,31.3,32.7,12,19,194,"D",26.3
34,33.2,33.7,7.8,38,185,"D",27.5
53,19.4,36.6,11.5,19,189,"D",20
40,35.3,44.5,9.7,19,178,"D",28.1
39,19.7,40.9,3.1,36,207,"D",23.5
30,24,49.3,-0.5,35,210,"D",24.5
28,36.6,3.5,5.3,35,210,"D",31.5
55,28.2,35.4,9.6,25,185,"D",25.9
37,31.2,46.5,10,27,196,"D",29.8
22,15,45.4,2.7,57,209,"D",23.6
21,25.6,32.5,13.5,30,176,"D",23.9
23,21.2,57.6,17.3,51,221,"D",27.7
56,23.6,37.9,-3.9,33,163,"D",24.8
46,18.3,30.4,-2,30,211,"D",23.5
34,20,41.1,-6.7,31,205,"D",23
23,11.8,42.3,-4.3,43,233,"D",20.6
46,23.3,41.3,-7.4,49,218,"D",29.9
38,24.7,38.9,5.1,28,225,"D",25.6
29,19,34.5,3.7,52,204,"D",23.8
40,22.3,43.2,0.5,31,206,"D",23.4
48,28.1,42,0.4,24,200,"D",27.5
22,21.2,46.6,-7.3,18,190,"D",21.1
39,30.1,36.4,11.7,29,173,"D",28.6
28,31,45.7,17.8,45,210,"D",29.9
46,29.6,34.1,-5.9,31,170,"D",23.6
48,30.3,40,2.9,36,173,"D",29.1
22,23.5,43.9,-8,45,205,"D",26.2
30,22,48.2,-9.5,48,227,"D",26.7
22,17.7,40.7,-2,32,193,"D",24.4
38,24.8,31.5,9.8,18,190,"D",22.5
36,24,44.7,16.3,30,202,"D",22.9
45,25.4,38,16.1,26,182,"D",23.9
32,19.2,50.7,0.9,47,230,"D",22.1
30,28.3,50.8,8.4,49,197,"D",26.7
25,17.8,41.4,5.5,47,207,"D",22.7
63,30.3,32.9,2.2,21,155,"D",23.6
42,26.8,43.7,4.6,30,182,"D",23.4
23,31.3,50.7,2.1,15,131,"D",27.3
21,16.4,41.6,11.2,41,231,"D",24.5
27,19.6,42.8,-2.7,33,221,"D",23.6
57,35.2,20,-12.6,10,152,"D",28.5
41,23.1,32,3,43,201,"D",22.9
35,18,40.1,13.7,46,160,"D",25.8
46,32,36.7,-1.9,37,177,"D",26.3
24,26.6,54.9,10.8,37,198,"D",28.7
27,35.8,38.9,3.3,27,188,"D",25.7
39,21.7,33,-9.9,36,201,"D",24.1
53,24.5,48.5,20.3,42,193,"D",29.1
22,30.7,35.3,15.9,24,186,"D",25.8
35,24.9,37.9,5.7,20,206,"D",23.7
23,19.2,46.4,-4.3,48,202,"D",24.2
43,28.9,43.6,18.7,39,208,"D",31
43,20.7,39,13.8,52,202,"D",25.7
53,29.9,39.6,-7,15,175,"D",32.5
27,21.9,45.1,17.6,49,255,"D",27.6
24,30.9,37.2,-14.5,37,136,"D",26.5
63,24.7,42.9,1.7,29,156,"D",23.1
21,30,47.8,15.2,42,198,"D",27
21,26.2,48.3,18.5,64,202,"D",27.2
30,22.9,36.5,-2.7,38,160,"D",23.6
32,25.1,46.3,6.5,47,210,"D",27.2
39,32.3,51,14.9,38,215,"D",26.7
55,20.6,38.3,12.3,10,163,"D",23.3
36,27.4,41,1.5,43,197,"D",22.8
23,16.8,37.7,-4.9,47,189,"D",21.7
28,27.3,39.6,14.9,47,212,"D",25.4
30,20.6,49.5,-2.2,29,223,"D",23.2
63,29.6,36.1,10.9,20,132,"D",25.6
25,20.2,42.1,13.4,59,207,"D",25.1
42,25.9,45.1,-0.7,35,213,"D",27.2
22,26.8,28.8,6.8,42,131,"D",25.2
36,22.3,38.8,23.3,53,226,"D",29.4
22,18,31.5,17.5,44,259,"D",23.5
23,23.1,34,-8.2,42,203,"D",23.8
59,25,42.3,19.1,33,190,"D",23.1
42,28.2,40.4,15.8,24,211,"D",25.1
50,23.3,44.5,15.6,33,203,"D",24.4
60,30.8,34.2,6.8,30,180,"D",27.9
22,25.2,35.6,18.6,43,222,"D",26.9
30,24,42.1,-6.9,42,194,"D",23.2
28,22.5,34.1,-6.2,29,180,"D",21.5
21,20.4,44.5,-6.8,51,218,"D",27.6
53,29.6,53.7,14.1,25,168,"D",28.1
41,18.1,50.1,4.2,49,218,"D",25.2
21,20.5,35.8,3.8,51,201,"D",24.8
42,30.2,38.3,3.7,43,211,"D",24.9
21,23.1,37.1,13.7,39,195,"D",21.7
21,17.9,41.8,3.3,63,217,"D",28.4
56,26.3,38.8,3.5,22,184,"D",28.1
58,20.6,47.5,3,36,191,"D",26.2
25,19.4,43.4,5.5,28,213,"D",23.2
22,20.4,30,4.4,10,180,"D",26.9
29,28.8,50,15,42,192,"D",30.2
37,30.2,38.8,-7.5,0,152,"D",27.1
44,17.1,41.6,-0.7,46,236,"D",20.9
23,14.5,40.7,8.8,55,234,"D",23.1
29,27,43.8,12.3,31,215,"D",30
21,12.3,50.4,-1.5,45,235,"D",22.7
22,17.6,47.8,-2.3,34,202,"D",21.3
48,22.8,38.8,8,28,177,"D",24.8
25,24,44.4,11.7,40,221,"D",29.5
21,30,37.4,0,34,185,"D",27.8
47,19.4,40,0.8,41,207,"D",22.9
41,28.8,40,0.8,28,223,"D",24.8
21,27.8,35,1.3,18,198,"D",24.7
24,11.9,43.1,12.3,25,217,"D",23.1
52,23.1,26.6,11.8,20,138,"D",24.7
32,34.4,34.1,7.3,37,211,"D",26.3
53,27.7,39.4,25.5,26,191,"D",28.8
22,32.8,35.8,0.8,48,178,"D",26.8
22,27.4,38.9,7.1,38,200,"D",24.9
37,31.9,44.4,5.6,42,224,"D",29.4
59,30.6,45,2.7,26,202,"D",27
28,19.6,36.1,0.3,37,208,"D",29.1
32,27.7,50.8,0.9,49,199,"D",27.7
27,25.5,45.3,21.2,44,224,"D",28.4
27,20,42.4,13.6,42,248,"D",21.8
23,44.2,34.1,6.1,15,164,"D",37.6
23,30.4,31.4,7.6,38,190,"D",24.5
44,18.8,52.9,3.7,39,183,"D",25.5
29,31.2,45.8,11.1,45,187,"D",29
25,13.4,44,11.1,35,200,"D",23
23,23,27.2,-11.2,39,166,"D",21
32,35.3,46.5,14.9,34,189,"D",28.1
25,24.8,36,1,25,207,"D",25.7
23,21.4,46.3,22.8,42,212,"D",24.5
62,25.6,44.5,-2.3,22,183,"D",22.7
43,24.2,45.1,-14.7,28,205,"D",25.5
33,29.6,45.3,8.7,44,197,"D",28.8
40,24.5,36.4,1.9,46,176,"D",26.6
22,20.7,35.9,-5,50,166,"D",23.6
25,20.7,44.5,2.3,53,176,"D",23.8
22,27.1,53.3,7.6,48,188,"D",29
37,44.8,34.6,6.3,21,191,"D",34.8
56,26.4,38.6,12.2,37,166,"D",25.6
62,32.8,30.4,-7.3,24,122,"D",30.4
22,27.1,33.6,16.5,52,190,"D",26.9
21,23.3,40.3,-11.4,41,169,"D",23
24,24.6,37.2,9.7,41,222,"D",26.8
34,13.6,56.9,6.9,58,241,"D",25.7
51,20.4,35.1,3.7,20,194,"D",22
49,47.4,35,-16.8,18,153,"D",35.2
36,38,45.7,8,34,204,"D",30.5
57,30.5,36.7,-6,18,167,"D",23.8
21,21.7,34.8,1.3,43,195,"D",21.3
30,26.7,31.3,2.7,43,196,"D",27.7
28,39,31.8,-12,34,190,"D",32.6
37,21.8,47.9,10,30,202,"D",27.1
33,23,16.2,-11.1,24,190,"D",26.8
37,29.5,43.6,10.1,47,204,"D",28
50,28.8,40.7,-2.7,30,203,"D",27.5
22,35.7,41.8,-8.6,57,205,"D",33.6
49,30.1,33.8,2.2,16,190,"D",23.4
25,22.3,44.3,14.7,53,223,"D",26.9
48,22,39.8,-5.7,34,165,"D",24.6
49,31,33.6,13,22,194,"D",26.3
32,17.2,40.9,24.6,33,235,"D",22.4
30,28.3,49,1.2,45,191,"D",25.9
60,20.2,35.7,2,23,175,"D",21.3
27,27.1,46.3,9.5,39,217,"D",28.2
28,30.7,38.7,-2.6,22,134,"D",29.6
30,18.9,50.3,9.3,30,244,"D",28.2
28,16.7,41.5,8.9,31,224,"D",21.8
23,27.3,37,1.6,39,189,"D",30.5
26,18.6,47.7,3,51,241,"D",21.2
30,27.5,39.3,3.5,41,200,"D",27.8
26,23.1,51.7,16.5,40,218,"D",27.1
22,9,35,-4.3,37,221,"D",18.5
46,25.9,35.4,12.8,31,195,"D",25.3
25,22.4,38.2,4.5,38,201,"D",27.3
39,22.3,37.3,2,33,214,"D",26.6
28,28.4,47.2,11.4,48,191,"D",28.9
22,23.3,42.4,9.9,2,239,"D",27.2
31,28.9,38.1,5.8,44,184,"D",27.5
63,30.7,30.3,1.4,27,151,"D",22.9
56,18.2,31.2,1.6,31,147,"D",21.6
44,29.4,43.7,5.1,29,170,"D",31.2
30,34.2,40.8,2.7,21,180,"D",25.4
30,16.3,43.7,25.2,32,218,"D",19.9
29,23.7,38,13.9,31,177,"D",21.6
24,25.7,51.3,13.7,48,216,"D",28.4
27,20,43.4,6.5,35,202,"D",23.9
29,22.8,50.6,-5,24,225,"D",27
47,22.2,30.7,5.8,16,180,"D",24.5
25,24.2,45.6,19.8,36,209,"D",25.2
45,24.1,42.2,-9.5,30,175,"D",24.5
41,25.8,38.7,3.1,39,165,"D",26.2
24,25.8,42.8,10.3,42,195,"D",26
28,13.6,51.6,16.1,37,201,"D",20.9
28,10.2,61.6,2.7,51,246,"D",27.7
34,31.5,35.8,2.2,34,125,"D",33.4
50,25,37,-0.6,25,188,"D",24.6
46,25.5,62.4,22.1,48,219,"D",27
22,21.6,36.1,0.7,53,168,"D",23.8
46,35.4,42,9.5,20,187,"D",29.7
48,23.4,39,7.2,49,206,"D",23
33,27.5,48.8,-2,45,222,"D",26.5
25,13.9,48.3,20.6,37,243,"D",22.2
44,17.3,45.8,0.2,42,180,"D",23.9
57,27.6,38.2,10.8,23,160,"D",24.9
36,21.5,37.1,4.9,34,221,"D",25.9
44,29.5,40.1,14.9,34,211,"D",29
53,18.8,38.7,4.2,38,179,"D",22.7
35,31,49.4,15.2,43,220,"D",32.3
57,30.8,39.4,2.5,25,170,"D",26.3
56,33.3,37.1,-6,20,180,"D",30.1
24,21.3,37.5,23,48,253,"D",23.1
52,28.5,40.2,3.5,38,181,"D",28.3
62,24.5,46.3,8.5,27,197,"D",25.2
40,21.3,42.2,0.4,44,224,"D",23.9
53,28,40.9,-4,27,196,"D",26.3
43,28.6,44.6,9.6,41,208,"D",28.3
62,29.2,36,14.8,22,152,"D",22.8
51,20.4,56.1,12,30,204,"D",29.3
31,20.3,36.2,0.7,43,180,"D",22
50,25.3,31.9,2.8,45,190,"D",27.3
23,23.2,39.5,14.1,56,200,"D",26.4
28,17.2,41.3,-0.2,39,210,"D",20
40,26.2,36.9,14.4,27,171,"D",23.3
25,28.8,36.8,15.2,37,162,"D",27.4
45,27,45.5,6.7,42,220,"D",30.7
23,27,42.3,17.9,29,185,"D",30
39,25.5,35.1,-1,27,193,"D",27
50,31.8,33.7,15.2,39,213,"D",30.8
63,25.7,18,1.6,14,135,"D",23.7
43,29.2,37.9,4.2,44,219,"D",26.4
28,35.7,38.6,1.5,44,196,"D",30.3
23,15.8,37.5,-6.44,48,212,"D",23.7
34,18.5,30.4,5,23,162,"D",19
21,25.8,36.5,8,37,175,"D",24.5
49,28.4,39.1,-14,2,149,"D",25.4
28,32.7,32.1,13.1,40,169,"D",27.1
24,23.1,47.5,17,47,250,"D",26.5
55,21.7,30.1,10.5,20,177,"D",25
29,20,50.8,14.5,36,210,"D",27.8
42,26.1,47.7,-3.4,26,174,"D",24.5
21,20.4,39.9,5.3,54,179,"D",22.6
28,25,46.7,16.3,44,239,"D",26.1
46,19.8,43.2,-0.6,26,225,"D",22
30,17.6,51.3,1.9,61,227,"D",25.8
41,24.9,31.8,-2.6,25,159,"D",19
50,32,38.6,12,22,197,"D",28
62,34.7,28.5,6.1,15,113,"D",27.9
21,24.4,49.2,21.6,47,226,"D",23.2
27,27.3,45.3,16.9,40,202,"D",31.6
24,3.5,45.1,8.3,38,254,"D",23
22,18.9,36.4,14.2,47,243,"D",21.7
31,27.4,44,4.9,51,222,"D",30.3
23,16.2,35.5,-9.3,35,190,"D",22.1
55,24.2,41.2,-0.2,35,183,"D",26.1
26,23.7,41,11.3,29,222,"D",24.3
28,28.75584,40.6,13,43,202,"D",24.2
33,27.5,53.9,6.5,46,220,"D",30.5
28,25.7,41.8,9.2,40,240,"D",27.5
37,24.4,37.8,0.5,32,203,"D",23.8
46,32,32,16,29,198,"D",19
24,7.5,48.3,5,57,240,"D",19.7
31,25.8,38.2,13,14,202,"D",23.5
53,39.9,35.1,-4.4,21,162,"D",35.6
28,26.9,47,0.1,26,216,"D",25.6
23,10,45.7,3.8,52,252,"D",21.2
23,23.7,51.3,9.1,41,249,"D",28.4
24,28.6,41.3,-8.3,40,187,"D",25.1
26,16.7,38.8,9,50,197,"D",22.9
41,26.9,42.6,-7,32,173,"D",22.7
28,14.6,44.1,4.2,60,208,"D",22.3
59,25.6,41.8,8.5,35,192,"D",25.7
28,38.9,43.6,3,35,178,"D",30
22,29.4,41.2,9.4,48,199,"D",29.8
57,23.3,33.9,1.4,36,181,"D",24.1
22,17.7,35,2.3,24,183,"D",18.5
22,17.1,41.5,7.5,53,245,"D",24.6
40,28.1,40.9,1.3,20,165,"D",28.6
21,32.7,34.9,11.1,40,227,"D",22.8
36,32.2,42,2.9,20,203,"D",23.4
22,11.7,50,12.9,36,247,"D",22.6
31,34.9,32.5,10.1,35,189,"D",28
26,24.3,33.4,0,46,197,"D",26.5
63,19.7,34,13.3,6,159,"D",21
21,18.4,36.9,4.6,45,210,"D",22
22,26.5,39,1.1,28,203,"D",27.9
22,25,38.7,5.4,37,226,"D",24.9
29,18.5,54.9,4.7,33,220,"D",26.3
51,29.6,29.8,0.3,26,179,"D",25.6
61,29.1,38,9.2,27,182,"D",28.4
39,20.1,42.3,-4.2,37,212,"D",23.6
60,29.6,45.2,1.5,24,154,"D",24.1
43,31.4,41.9,0.1,14,153,"D",30.1
60,28.1,27.2,5,11,155,"D",24.5
59,28,36.2,-13.6,23,175,"D",27.8
28,27.1,34.2,13.8,50,218,"D",26
28,25.5,36.1,11.3,28,175,"D",32.2
21,27.5,34.4,4.3,61,204,"D",28.3
60,27.5,36.3,-7,25,125,"D",23.6
24,31.4,32,2.8,37,176,"D",28.2
31,30.3,50.1,17.5,45,215,"D",26
43,24.2,51.7,2.5,43,193,"D",25.9
26,30.5,45.7,11.8,33,207,"D",29.5
58,25.7,43,-5.4,15,118,"D",23.7
24,16.1,33.1,-3.5,40,236,"D",24.5
35,28.8,46,17,40,197,"D",30.4
21,26,47.6,17.2,28,212,"D",29.1
22,16,36.1,13.1,21,212,"D",22.9
51,33.9,40.4,5.7,32,196,"D",31.2
27,18.3,41.2,-4.3,61,195,"D",25.5
21,19.9,38.1,1.6,36,240,"D",23.5
61,23.9,26.8,0.9,25,193,"D",26.3
61,30.2,32,7.9,22,140,"D",26.6
34,18.3,42.7,-13.9,31,214,"D",23
28,27.9,41.1,-11.5,50,198,"D",27.2
25,16.8,43,1.1,56,187,"D",24.7
21,22.3,35.6,2,55,234,"D",25.7
32,25.2,54.2,16.5,45,179,"D",26.2
47,28.7,51.1,13.8,45,201,"D",28.9
52,18.1,43.3,-9,32,215,"D",19.7
43,29.9,51.9,-10.4,49,172,"D",27.1
24,13.8,60.8,28.3,50,240,"D",26.4
50,32,47.8,0.4,34,191,"D",31.1
31,33.2,26.7,18.4,24,123,"D",27.6
25,25.4,43.5,19,56,126,"D",25.2
38,22.2,37.4,-11.6,28,188,"D",24.9
22,13,36.5,0.8,45,214,"D",19.7
59,29.3,25.1,16.6,30,166,"D",24.8
63,25.7,31.5,8.9,20,151,"D",28.4
37,30.7,41,13.2,38,193,"D",26.1
59,25.4,41.3,7.3,25,199,"D",28.6
57,34.6,34.7,-1.7,8,134,"D",24.6
59,27.28392,46.6,5.2,30,172,"D",29.4
22,21.3,43.1,8.9,32,200,"D",23.5
44,30.9,45.3,12.4,43,185,"D",28.2
31,23.5,43.1,2.8,52,210,"D",23.2
25,27.1,39,-4.5,42,151,"D",22.9
23,16.4,39,10.9,37,181,"D",20.7
26,22.8,33.3,-1,38,198,"D",22.3
21,34.1,31.5,19,50,219,"D",26.4
48,31.7,40.3,2.1,31,159,"D",31
31,38.1,37.7,14.3,38,151,"D",27.3
21,25.3,45.4,10.6,62,194,"D",27.7
44,29,38.3,1.5,36,194,"D",26.5
35,26.8,42.1,3.7,33,168,"D",27.3
39,37.2,37.3,15.5,29,215,"D",30.7
47,27.6,42.8,7.5,35,200,"D",27.4
45,27.8,36.8,2.2,28,212,"D",25.6
30,27.1,45.5,17,24,210,"D",27.5
22,31.5,38.9,14.2,35,222,"D",28.3
47,30.5,40.2,-9.6,36,188,"D",23.8
31,24.8,34.7,1.4,30,203,"D",24.5
23,33.8,30.4,8,45,161,"D",31
62,28.2,31.6,1,18,127,"D",24.4
44,16.2,40.3,11,24,211,"D",21
36,18.6,47.5,8,51,212,"D",24.2
55,30.46432,46.3,6.3,24,168,"D",25.3
21,17.8,34.7,8.2,42,202,"D",23.5
21,14.3,43.1,18.7,61,237,"D",23
23,17.3,37.1,11.4,32,167,"D",22.9
64,35.8,35.7,11.7,8,158,"D",26.4
50,29,39.4,1.9,32,173,"D",25.4
43,25.8,45.3,1.5,25,204,"D",25
22,22.3,33.5,-0.2,35,200,"D",20.9
22,14.7,37.4,-10,26,203,"D",17.9
29,21.4,43.9,17,41,232,"D",25.2
38,28,45.7,-16.3,44,178,"D",31
27,24.1,39.9,22.5,50,189,"D",28.8
23,15.2,46.8,-2.5,57,234,"D",23.9
39,16.1,51,-7,46,211,"D",24.7
25,30.4,40.9,5.1,46,178,"D",30.3
21,25.7,27.3,18.4,40,211,"D",21.9
54,25,43,9.2,30,155,"D",26.5
37,34.2,33.9,17.5,30,198,"D",30.9
47,10.6,35.6,10.9,13,155,"D",19.2
57,26.3,44.9,10.8,30,180,"D",31
25,25.9,50,1.6,38,193,"D",24.3
60,31.6,40.9,16.4,20,177,"D",25.9
42,20.5,47.1,-1.4,47,217,"D",24.5
23,22,49.4,4.3,55,230,"D",25.2
31,35.5,50.4,7.2,45,212,"D",31.3
40,26.5,43.8,-8,36,215,"D",28.5
33,25.8,52.9,14.8,43,212,"D",27.1
24,14,35.6,2.5,46,217,"D",20.5
22,24.3,29.4,18.5,43,195,"D",24.6
21,24.4,36.1,13.5,34,204,"D",26.1
45,25.8,39.9,6.2,25,187,"D",25.5
34,28.8,34.1,-0.8,37,157,"D",28.5
28,25.7,53.5,-0.7,32,222,"D",26.8
41,23.6,47.3,9.5,37,190,"D",27.6
27,16.4,50.3,-0.1,22,220,"D",25.4
22,36.8,32.8,2.8,31,169,"D",29.5
23,30.6,49.5,13.6,45,194,"D",30.9
26,10.6,44.3,0.8,35,195,"D",22.1
54,19.9,33.8,-6.8,20,168,"D",21.9
42,17.4,55.5,12.7,43,223,"D",27.3
28,18.7,40,-10.6,41,222,"D",22.6
22,27,37.7,-2,41,163,"D",22.6
22,26.6,38.3,-6.4,30,170,"D",23.7
51,31.6,30.9,-4,40,182,"D",25
32,25.5,47.5,20.7,32,230,"D",29.5
24,20,44.5,9.5,35,253,"D",22.9
26,30.9,33.9,-3.9,46,190,"D",29.1
48,26.1,38.5,3,26,190,"D",27.9
21,16.4,31,18.7,62,226,"D",21.4
64,27.3,41.6,7.5,27,200,"D",26.4
25,31.9,46.8,5.4,35,190,"D",28.7
40,24.4,45.9,8.4,30,217,"D",28.1
51,25.4,47.3,-1,28,157,"D",25.9
40,31.3,41.4,19.7,39,221,"D",28.8
26,16.3,37.4,-4.4,45,191,"D",22.3
64,15.4,21.5,-7,19,150,"D",20.2
43,28.5,31.8,-2.1,37,185,"D",29.6
21,25.3,39,14.9,20,220,"D",26.8
38,25.4,48,-3.9,50,198,"D",26.3
36,30,34.3,5.3,36,189,"D",27
32,13.6,39,1,46,189,"D",19.5
28,20.7,46.8,22.5,61,238,"D",24.9
23,24.3,37.7,-7.7,24,164,"D",25.8
28,22.1,33.1,15.3,30,219,"D",25.1
24,14.9,51,14.5,40,250,"D",24.9
23,23.3,49.5,13.8,47,234,"D",28.3
31,32.6,50.9,21,44,211,"D",33.5
21,38,33.6,-2.8,36,155,"D",31.4
23,18,41,12.7,65,270,"D",22.5
22,20.9,40.9,25.7,49,163,"D",26.2
61,28.8,37.4,11.3,14,178,"D",28.1
24,21.8,44.2,10.6,50,221,"D",24.2
30,29.5,27.5,-3.4,32,196,"D",21.1
40,30.3,45.8,6.6,28,200,"D",29
58,25.3,43.4,11.8,29,185,"D",30.3
36,29.8,40.3,10.3,32,207,"D",27.6
23,4.9,46.4,15,43,244,"D",17.6
24,22,48.3,-3.3,50,184,"D",25.1
23,26.8,39.3,-4,49,207,"D",27.5
26,31.9,32.8,-4.5,23,178,"D",27.1
33,18.8,36.2,3.3,39,221,"D",22.6
43,33,41.7,18.7,40,216,"D",30.4
37,19.4,34.1,-1.9,39,214,"D",23.4
41,19.8,44.8,-10.8,51,194,"D",23.8
25,28.5,35.7,11.9,45,212,"D",25.9
21,14.1,36.1,1,32,184,"D",18
26,31.6,45.1,2.1,20,180,"D",28.7
55,30.2,36.9,15.3,26,170,"D",26.8
29,28.8,49.3,-1.6,34,183,"D",29.2
42,35.5,41.2,8.3,17,198,"D",32.6
24,17.3,50.7,2.8,54,180,"D",26
44,26.4,34.3,7.5,34,193,"D",27.3
29,19.2,42.4,9,32,223,"D",22.9
34,25.8,51.7,10.4,39,182,"D",28.4
24,25,50.3,-11.9,52,212,"D",25.9
21,16.2,42.1,7.6,41,205,"D",21.2
43,17.9,46.2,3.2,50,216,"D",21
43,28.2,56.4,12.4,35,215,"D",32.7
57,22.6,39.1,13.1,35,176,"D",26.5
49,28.7,26.9,14.7,32,160,"D",27.9
33,24,39.5,-2.3,44,170,"D",26.2
22,18.5,34.9,6.8,57,158,"D",21.1
21,20.29228,36.2,10.5,47,237,"D",25.3
21,24.3,45.2,0.3,34,206,"D",26.1
25,28.3,33.2,6.4,25,195,"D",22.5
24,26.6,32.6,4.1,32,180,"D",23.4
24,24.32,49.7,6.2,40,152,"D",24.3
22,33.5,32.3,4.4,45,191,"D",29.4
22,26.7,36,-3.1,35,196,"D",25.3
44,22.7,52.4,1.2,21,163,"D",26.1
45,36.6,49,-13,23,177,"D",29
22,13.3,35.2,-8,32,227,"D",23.3
43,26.7,47.3,15,26,222,"D",27.5
48,22.2,41.9,1.3,24,208,"D",25.1
31,15.7,42.8,2.9,51,209,"D",23.2
39,23.2,42.2,14.9,51,235,"D",23.4
32,18.7,26.9,5.5,42,188,"D",22.7
23,23.9,51,15,43,240,"D",27.4
22,16.7,37.6,5.8,34,204,"D",21
32,30,37.4,-15.7,32,166,"D",28.1
21,16.5,44.1,22.1,65,237,"D",26
38,23.9,43.1,-10.7,32,205,"D",27.2
34,32.9,35,2.3,42,194,"D",30.8
28,18.6,44.1,5.3,46,166,"D",22.2
25,23.4,29.4,17.3,21,158,"D",22.6
21,24.7,41,-2.7,46,223,"D",25.7
26,15.6,40.3,20.6,49,219,"D",20.5
28,27,42.8,15.1,31,204,"D",28.9
49,20.5,51,3.6,27,177,"D",25.8
33,27.8,41.2,5.3,35,222,"D",26.4
33,11.7,59.1,15.7,54,253,"D",24.5
38,25.7,41.8,18.3,44,209,"D",27.3
26,33.9,43.3,1.1,26,181,"D",31.6
37,20.7,40.9,-3.9,51,210,"D",28.8
25,39,35.1,1.5,34,198,"D",37.5
26,31.6,37,3.2,29,214,"D",29.2
34,22.8,50,2.4,34,209,"D",24
60,14.9,29.6,15.6,30,169,"D",20.8
23,12.3,34,14,40,205,"D",19.9
43,10.7,54,15.3,54,235,"D",22.5
37,24.7,38.8,5.8,49,239,"D",26.6
46,31.3,49.5,1.9,32,198,"D",27.7
36,24.5,48.6,0.3,40,199,"D",26.3
36,20.4,52.9,5.1,33,246,"D",27.6
52,22.2,45.7,13.2,35,203,"D",28.6
30,17.5,39.1,-16.9,32,194,"D",20.8
27,30.6,46.4,17.1,34,213,"D",33.1
22,27.6,35.7,7.9,47,201,"D",25.7
29,28.4,46.1,13.1,54,178,"D",28.1
